timestamp,tweet_text,all_hashtags,retweet_count,tweet_created_at, username,followers_count,target
5/3/2021 0:41,@skaushi @1MainCapital $FB $GOOGL,[],0,5/3/2021 0:41,number1_angie,1097,neutral
5/3/2021 0:48,Fun week ahead with 3 job reports 👀   ADP - Jobless Claims - NFP   FOCUS LIST 🗡   $NVDA $FB $GOOGL $TSLA $SHOP $NFLX  Get a littttttle bit better this week! 🤏,[],1,5/3/2021 0:48,FocusedChan,1392,positive
5/3/2021 0:48,"@1MainCapital FB, GOOGL",[],0,5/3/2021 0:48,unlovedjackass,12,neutral
5/3/2021 0:49,Learn To Trade While You're Working From Home&gt;  $AAPL $AMZN $BTC $ETH $FB $GOOGL $MSFT $QQQ $SPY $TSLA $EPR $WYND $LIVN $BBU $SPR $APLE $PK $M $CUK $CAR $CPA $EHTH $SHOO $CORT $EPZM https://t.co/xRD3crFDj0,[],0,5/3/2021 0:49,Jackmor98705125,195,neutral
5/3/2021 0:54,"I cant wait for the movie!  Segment on 60 minutes.  Excellence of story telling like ""'The Big Short"", from the author of ""The Big Short"".  $spy $spx $ndx $qqq $tsla $pltr $aapl $amzn $twtr $fb $msft $nflx $crm $penn $nvda $googl $f $tdoc $gld $luv #BTC $nio $msvi $shop $pyp https://t.co/FTaVc8ig5m",['BTC'],0,5/3/2021 0:54,stonkscheer,139,positive
5/3/2021 0:58,#Earnings on watch: $SKLZ - I want to see how they guide this quarter. $CHGG - Long term share holder.  $PYPL - Love the chart $SQ - Guidance on look out. $ROKU - ad rev. has been extremely good for $GOOGL and $FB. Expecting money from away from $NFLX to it. https://t.co/2pqHs9zrST,['Earnings'],3,5/3/2021 0:58,ProblemSniper,3696,positive
5/3/2021 1:00,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/tZ0aAMzXTk $NVDA $TSLA $GS $GILD $NKLA $GOOGL $FB,[],0,5/3/2021 1:00,ExactOptionPick,1175,neutral
5/3/2021 1:20,[Last 24 Hours]  Stocks trending among elite #fintwit traders:  1. $TSLA 2. $AMZN 3. $AAPL 4. $BTC 5. $ROKU 6. $FB 7. $TWTR 8. $ETH 9. $OCGN 10. $GOOGL  #investing #stocks #wallstreetbets https://t.co/XiC56pxcVD,"['fintwit', 'investing', 'stocks', 'wallstreetbets']",0,5/3/2021 1:20,ffinapse,104,positive
5/3/2021 1:22,"@JonahLupton @1MainCapital Absolutely agree.  Amzn, aapl, googl very difficult to replace for me.",[],0,5/3/2021 1:22,BiotechMamba,32,positive
5/3/2021 1:48,$GOOG $GOOGL still my largest position but would love to see some consolidation for a minute https://t.co/gfJ8SX7rVe,[],0,5/3/2021 1:48,everytimeicash,7177,positive
5/3/2021 1:50,Weekly Earnings Digest  Revenue growth for big tech:  Apple $AAPL:53% Facebook $FB:47% Amazon $AMZN:43% Google $GOOGL:34% Microsoft $MSFT:19%  Below⬇️: Meta thread of the best threads I found across Twitter for these companies🧵  - $NFLX - $TSLA - $TDOC  - $PINS - $SNAP - $SHOP https://t.co/XfENHfmskt,[],19,5/3/2021 1:50,InvestiAnalyst,5224,neutral
5/3/2021 1:50,"4/ For $GOOGL (again) from @borrowed_ideas   Best line: "" Youtube's impact and   Key drivers for Google search: I. Number of queries II. Percentage of queries that have commercial potential III. Click-through rates IV. Cost Per Click (CPC)  More below: ""https://t.co/rg8OIqi54J",[],0,5/3/2021 1:50,InvestiAnalyst,5224,neutral
5/3/2021 2:00,251 Profit-Packed Option Trades Yearly--Delivered to Your Inbox Daily--FREE TRIAL! https://t.co/4gX346DbBs  $AMZN $GOOGL $BABA $MSFT,[],0,5/3/2021 2:00,ExactOptionPick,1175,neutral
5/3/2021 2:04,worst #corn #soybeans crop yields world has ever recorded Is coming #shortages $global  #oil #futures #crudeoil  #stock #Stocks #StockMarket  #stockmarketindia #China  $aapl $amzn $googl $nio $pfe #ev $azn $mrna $azn  $wkhs $adbe $orcl $gld $slv #btc $amd $nvda $fsly #opec #China https://t.co/HX1KwmPIxd https://t.co/iAP3zLiey0,"['corn', 'soybeans', 'shortages', 'oil', 'futures', 'crudeoil', 'stock', 'Stocks', 'StockMarket', 'stockmarketindia', 'China', 'ev', 'btc', 'opec', 'China']",0,5/3/2021 2:04,ShayneUsa,8,neutral
5/3/2021 2:12,"$NFLX managed above 500 so far. Need to take out that issue zone 553/63 to shoot up for 625/677-729 pending target. Daily island reversal or break down, it should decide soon. 518/529 basing and above should resolve upside. $QQQ $AMZN $FB $GOOGL $ROKU $DIS https://t.co/ivsOHIAJ91",[],0,5/3/2021 2:12,nargis007,7903,neutral
5/3/2021 2:20,"@CNBC @TradingNation This #StockMarket #Bubble would be called #FAANG Bubble!   Per #WarrenBuffett INTRINSIC VALUE formula, based on 2019-2020 annual reports, $FB $AAPL $GOOGL $NFLX are significantly #overvalued, but $AMZN is worst of them all -&gt; #overvalued by 1,299% compare to #IntrinsicValue!!! https://t.co/Onj4YOeaC8","['StockMarket', 'Bubble', 'FAANG', 'WarrenBuffett', 'overvalued', 'overvalued', 'IntrinsicValue']",1,5/3/2021 2:20,DiyImplementer,299,negative
5/3/2021 2:20,Weekly Watchlist 📈 All Charts posted in discord  $IQ $CRM $QCOM $SQ $MA $SPY $QQQ $CMCSA $PSTH $ADBE $GOOGL $HD $PYPL $DRYS https://t.co/Xdnjnzoyxd,[],0,5/3/2021 2:20,Jackmor98705125,195,neutral
5/3/2021 2:21,@smartertrader we need just a little red futures then i'm buying in the morning as most reported ridiculously amazing earnings fb googl amzn shop etc ✌️🥳,[],0,5/3/2021 2:21,JackWhale14,93,positive
5/3/2021 2:23,@StockJabber @1MainCapital On the contrary Amazon is very hard to cut- AWS is leaps and bounds ahead of what  $GOOGL or $MSFT can offer.,[],0,5/3/2021 2:23,constnt_trvlr,134,negative
5/3/2021 2:23,[Last 24 Hours]  Stocks trending among elite #fintwit traders:  1. $TSLA 2. $AMZN 3. $AAPL 4. $BTC 5. $ROKU 6. $FB 7. $ETH 8. $TWTR 9. $OCGN 10. $GOOGL  #investing #stocks #wallstreetbets https://t.co/Mp5LOPNACo,"['fintwit', 'investing', 'stocks', 'wallstreetbets']",0,5/3/2021 2:23,ffinapse,104,positive
5/3/2021 2:35,@Mozzerells Googl is literally free,[],0,5/3/2021 2:35,kailikes_ass,4,neutral
5/3/2021 2:41,$TWTR you know what this pink arrow signifies? It signifies the day Cathie sold $GOOG $GOOGL and bought $TWTR. I said then it was an incomprehensible use of capital chasing an ATH in TWTR while dumping the best GARP name in the market. Now its bag holding a double top #HFSP https://t.co/acWcqTpWol,['HFSP'],0,5/3/2021 2:41,everytimeicash,7177,negative
5/3/2021 2:41,YTD Performances: FAANG $SPY - Candles $FB - Blue $AAPL - Red $AMZN - Orange $NVDA - Fuscia $GOOGL - Green https://t.co/JSbq3STj1K,[],0,5/3/2021 2:41,ksavocap,166,neutral
5/3/2021 3:00,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/6UVvZJ8z6r $NVDA $TSLA $GS $PYPL $BAC $GOOGL $FB,[],0,5/3/2021 3:00,ExactOptionPick,1175,neutral
5/3/2021 3:12,"Brown, Tatum collide awkwardly past due in fourth inflicting each to go away recreation - https://t.co/hXKbcF2z8A https://googl... https://t.co/0wgonNEzP9",[],0,5/3/2021 3:12,GoogleNewsPost,154,negative
5/3/2021 3:21,"$SPY This week has been so crazy on the market. Every big tech have absolutely destroyed earnings but they have all lost their gains. Just like how going red to green on a major news event is bullish, what happened last week on $AAPL, $AMZN, $GOOGL, $SHOP is a little bearish. https://t.co/uxREXgn2SN",[],1,5/3/2021 3:21,ProblemSniper,3696,negative
5/3/2021 3:25,Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a free 10-day trail No Credit Card https://t.co/PmUS5JVIzW $AAPL $JPM $GOOGL,[],0,5/3/2021 3:25,OptionAlarm,3095,neutral
5/3/2021 3:25,$FB best large cap tech stock technically. It may race towards 340 above 331-332. Will watch this closely along with $GOOG $GOOGL.   $AAPL little negative as it has closed below 5 dma.,[],0,5/3/2021 3:25,prasadmaddali20,1492,neutral
5/3/2021 3:27,[Last 24 Hours]  Stocks trending among elite #fintwit traders:  1. $TSLA 2. $AMZN 3. $AAPL 4. $BTC 5. $ROKU 6. $FB 7. $ETH 8. $TWTR 9. $OCGN 10. $GOOGL  #investing #stocks #wallstreetbets https://t.co/T5ZtNpIfhX,"['fintwit', 'investing', 'stocks', 'wallstreetbets']",0,5/3/2021 3:27,ffinapse,104,positive
5/3/2021 3:27,"SmartOptions® Unusual Activity Alert (Delayed)  $GOOGL $2100 Puts 12/17/2021 Exp  Trade Volume: 161 Contracts  $1,473,150 was traded now.  Current Stock Price: $2378.06  Trade Type: Sweep  Follow the Money &amp; Trade Options with Our SmartOptions® Ai. https://t.co/bIuaDk4J16",[],0,5/3/2021 3:27,SmartOptionsAi,5951,negative
5/3/2021 3:30,@1MainCapital FB &amp; GOOGL,[],0,5/3/2021 3:30,wrd3rd_,2,neutral
5/3/2021 3:48,@1MainCapital FB and GOOGL,[],0,5/3/2021 3:48,chilicon73,284,neutral
5/3/2021 3:56,@JonErlichman What’s the lesson here? Start in garage? $aapl $googl $amzn $dis https://t.co/wcsqeFfkqj,[],0,5/3/2021 3:56,JoshVegas6,113,neutral
5/3/2021 4:00,"#FAANGStocks to buy: @Facebook &amp; @amazon  , #FAANGStocks to avoid : @netflix   2 #FAANGStocks to Buy and 1 to Avoid in #May @themotleyfool #stocks $AMZN $AAPL $GOOGL $NFLX $FB $GOOG https://t.co/w9A4oakwBW","['FAANGStocks', 'FAANGStocks', 'FAANGStocks', 'May', 'stocks']",0,5/3/2021 4:00,sobek_anubis,413,neutral
5/3/2021 4:00,"Highest market cap in billions among #stocks $SPX $SPY 1. 🇺🇸 APPLE INC. $AAPL: 2206.96 2. 🇺🇸 MICROSOFT CORPORATIO. $MSFT: 1899.31 3. 🇺🇸 https://t.co/D6MvHgxMPe, INC. $AMZN: 1747.99 4. 🇺🇸 ALPHABET INC. $GOOGL: 1589.05 5. 🇺🇸 FACEBOOK, INC. $FB: 923.13",['stocks'],0,5/3/2021 4:00,11Graphs,2122,neutral
5/3/2021 4:02,#Free Trial available at https://t.co/3e5A2GmMk6 #SPY #GDX #XME #XLE #IYR #AAPL #FB #AMZN #NFLX #GOOGL #MSFT #NVDA #AMD #TSLA #BABA #XOM #BAC #T #NKE #GE #SPX #NKD_F #FTSE #DAX #YM_F #USDX #EURUSD #GBPUSD #GBPJPY #USDJPY #CL_F #HG_F #XAUUSD #XAGUSD #ES_F #NQ_F #RTY_F #ASX #BTC https://t.co/Pj4C0x9UkG,"['Free', 'SPY', 'GDX', 'XME', 'XLE', 'IYR', 'AAPL', 'FB', 'AMZN', 'NFLX', 'GOOGL', 'MSFT', 'NVDA', 'AMD', 'TSLA', 'BABA', 'XOM', 'BAC', 'T', 'NKE', 'GE', 'SPX', 'NKD_F', 'FTSE', 'DAX', 'YM_F', 'USDX', 'EURUSD', 'GBPUSD', 'GBPJPY', 'USDJPY', 'CL_F', 'HG_F', 'XAUUSD', 'XAGUSD', 'ES_F', 'NQ_F', 'RTY_F', 'ASX', 'BTC']",0,5/3/2021 4:02,elliottwaves,3509,neutral
5/3/2021 4:07,@RomanSPQR He needs confirmation bias for buying more $GOOGL . It's #1 in his portfolio.  Essentially his point is that everyone needs Google so you should be a shareholder.,[],0,5/3/2021 4:07,RogersTRobert,19,negative
5/3/2021 4:23,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/zd9wYxmsb8,"['google', 'googl', 'stock', 'tech', 'internet', 'goog', 'technology', 'epic', 'monster']",0,5/3/2021 4:23,leoventuresllc,204,positive
5/3/2021 4:30,[Last 24 Hours]  Stocks trending among elite #fintwit traders:  1. $TSLA 2. $AMZN 3. $AAPL 4. $BTC 5. $ROKU 6. $FB 7. $ETH 8. $TWTR 9. $OCGN 10. $GOOGL  #investing #stocks #wallstreetbets https://t.co/AtL0NaIgsS,"['fintwit', 'investing', 'stocks', 'wallstreetbets']",0,5/3/2021 4:30,ffinapse,104,positive
5/3/2021 4:35,@1MainCapital FB GOOGL,[],0,5/3/2021 4:35,ZenTrends,5336,neutral
5/3/2021 4:41,"@stockspinoffss @1MainCapital Fb, googl",[],0,5/3/2021 4:41,JECNYC,22,neutral
5/3/2021 4:53,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/D3NdcSy4hv,"['google', 'googl', 'goog', 'stock', 'market', 'tech', 'technology', 'epic', 'internet', 'monster']",1,5/3/2021 4:53,leoventuresllc,204,positive
5/3/2021 4:54,"@RogersTRobert If so, it’s silly.  Everybody needs food, clothing, housing, medicine (more then they need search &amp; email), doesn’t mean companies in those industries get outsized profits.#  $GOOGL is ok (I own a bit), but $FB is cheaper. All 5 are amazing businesses with moats.",[],0,5/3/2021 4:54,RomanSPQR,605,neutral
5/3/2021 5:05,The S&amp;P’s five largest stocks make up 21.6% of the index.... The smallest 300 stocks make up just 16.2% - @ben_levisohn @barronsonline The Trader 5/1 $SPY $QQQ $IWM $AAPL $MSFT $AMZN $GOOG $GOOGL $FB https://t.co/KEgGgsi1VB,[],0,5/3/2021 5:05,TopGunFP,1943,neutral
5/3/2021 5:32,"$FB still best acting FAANG together with $GOOGL after earnings, holding the gap it created. The longer it stays above 321, the higher the probability we see new highs in time. 8 EMA all the way down to 312.86. Low P/E helps  https://t.co/AHTblqYivq",[],0,5/3/2021 5:32,EClubTrading1,14,neutral
5/3/2021 5:35,"$GOOGL closed inside its earnings gap. It needs to stay above 2353 for new highs in time. If not, 2327 and 2318 are in sight.   https://t.co/pHRLnjq8Po",[],0,5/3/2021 5:35,EClubTrading1,14,positive
5/3/2021 5:40,"$FB &amp; $APPL Don't own squat for Apple prods. I prefer Samsung for phone and Kindles for tablets. I cant stand Facebook, rarely (if ever) use it. Love $AMZN shopping, Love $MSFT for office prods and am an MCSA/MSCE for their OSes. $GOOGL is the master search for us IT Admins https://t.co/ZimTQrwinD",[],0,5/3/2021 5:40,TechQn,6561,positive
5/3/2021 6:13,India accounts for 1 in 3 new Covid instances being recorded. Here is its 2nd wave in 5 charts https://googl... https://t.co/ivjYlGMMlF,[],0,5/3/2021 6:13,GoogleNewsPost,154,neutral
5/3/2021 6:24,"Open trades going into May:   $WISH, $SIRI, $SKLZ, $GLW, $CLSK,  - MultiMonth Swing $FUTU, $OCGN, $GOGO, $FISV, $GOOGL - Short Term $SQ, $NVDA - Pre Earnings Play $CURI - Wheel Strategy $VIX - Hedge  Watchlist by @tradingview https://t.co/qhe8GsZHRj",[],0,5/3/2021 6:24,BornInvestor,10765,neutral
5/3/2021 7:09,What's your thoughts on $GOOGL for the end of this week?  $SPY $TGT $AMZN $AAPL $BA $TSLA $AMD $ROKU $NVDA $FB $SQ $MSFT $GOOG,[],1,5/3/2021 7:09,Igor_Kamalov,67,neutral
5/3/2021 7:13,Today we are watching $AAPL to see if it holds Friday’s low and begins to act better; $TSLA for a possible continuation of the active sequence; $GOOGL to re-enter its earnings gap; $MSFT to build above 253. Look at relative strength in the opening hour compared to $QQQ and $SPY,[],1,5/3/2021 7:13,EClubTrading1,14,positive
5/3/2021 7:17,"Xiaomi teases release of recent Redmi smartphone, more likely to be Redmi Note 10S - Times of India https://googl... https://t.co/DapPFbFRuw",[],0,5/3/2021 7:17,GoogleNewsPost,154,neutral
5/3/2021 7:19,For day trading follow the pivots.  $QQQ 338.4 $SPY 417.4 $AAPL 132.03 $GOOGL 2360 $FB 326.5 $TSLA 697 $AMZN 3494 $MSFT 251.6,[],1,5/3/2021 7:19,EClubTrading1,14,neutral
5/3/2021 7:25,@vanlivingroom @dragon4lunch @StockJabber @1MainCapital Are you a retard? I said googl is the stickiest! I was showing an example how x can be replaced by y argument doesnt help in understanding the moat snd stickiness,[],0,5/3/2021 7:25,rattlesnakey2,32,positive
5/3/2021 7:45,@MadMoneyOnCNBC @jimcramer Expect good numbers from $tmus based on $aapl sales.  They could actually get a boost from earnings.  $viac will surprise huge to the upside with Paramount app subscriptions.  $roku will beat but will drop on continued pessimism with $googl dispute will present buying opportunity,[],0,5/3/2021 7:45,BulldogBane,66,positive
5/3/2021 7:53,"#Stocks Unable To Respond To #Earnings Results From Top-6,Continued #Stimulus And A Red Hot US #Economy $AAPL $AMZN $MSFT $TSLA $SPY $NDX $FB $GOOGL https://t.co/Br9YO5b5fh","['Stocks', 'Earnings', 'Stimulus', 'Economy']",0,5/3/2021 7:53,TalkMarkets,4573,positive
5/3/2021 7:54,2021-04-30 Short sale volume (not short interest) for $FB is 44%. https://t.co/azfGfyPiDN $XLK 71% $RENN 36% $GOOGL 46%,[],0,5/3/2021 7:54,shortvolumes,3733,neutral
5/3/2021 8:12,+154% on #BTC LONG! How? Check the channel and discover 👉 https://t.co/gRZWTgFXjP  $MJNA $MSFT $IBM $AMD $WST $COO $ADSK $INTU $PYPL $TSLA $AMZN $NFLX $BA $INTC $JPM $ELCR $HPMM  $ba $crm $cmg $gm $nflx $doge $bac $HCMC $wmt $tgt $GME $googl $uber $orcl $AMC $aapl $btc $tgt $eth https://t.co/DPVoQyjAxm,['BTC'],0,5/3/2021 8:12,TressieHarber,20,neutral
5/3/2021 8:20,@afortunetrading $GOOGL,[],0,5/3/2021 8:20,Igor_Kamalov,67,neutral
5/3/2021 8:36,@trpcldprshn googl chrome,[],0,5/3/2021 8:36,enjiill,411,neutral
5/3/2021 8:48,Very funny. @Google a lot of pro democratic view points shared but when it comes to the shareholder meeting… all democratic view points/recommendation the board goes against…. Hypocrites $GOOGL,[],0,5/3/2021 8:48,nknoxy12,214,negative
5/3/2021 8:54,Sign Up to Our Mailing List to Access A Sneak peak of Our Weekly Newsletter and Last Week in Review:  Sign Up Bottom of the Page: https://t.co/5ATHhFzIX6  $SPY $UVXY $NFLX $AMZN $AAPL $FB $GOOGL $TSLA $MSFT,[],0,5/3/2021 8:54,SpartanTrading,21765,neutral
5/3/2021 8:55,@googl_phil Cracking Phil. Any specifics on where mate close to the swan lake? Near the paddocks? Cheers,[],0,5/3/2021 8:55,austinmorley402,1181,neutral
5/3/2021 8:57,@MancunianBirder @BirdGuides @BirdWatchingMag @SalfordMartin @googl_phil @gazcrowder @jrmjones @FriendsMoss @GMGreenCity @BirdingClimate @infocusbrockLWT Nice one mate!,[],0,5/3/2021 8:57,OwenPhilowen173,446,neutral
5/3/2021 9:19,Apple Acquires A Company Every 3-4 Weeks. How Does It Go About Making Those Purchases? $AAPL $GOOG $GOOGL $AMZN $FB https://t.co/SRcQtB5Ivr,[],0,5/3/2021 9:19,newsfilterio,13439,neutral
5/3/2021 9:31,Apple Acquires A Company Every 3-4 Weeks. How Does It Go About Making Those Purchases?  Related Tickers: $AMZN $GOOG $SONY $FB $AAPL $GOOGL Read more at: https://t.co/MEvvf1SzQy,[],0,5/3/2021 9:31,QuantData,6631,neutral
5/3/2021 9:42,noth googl sorry,[],0,5/3/2021 9:42,ovriTeTHeclown,3,negative
5/3/2021 9:46,@JGHSLUT this isn't googl &lt;/3,[],0,5/3/2021 9:46,kokyufxcks,270,neutral
5/3/2021 10:03,"8) $AAPL $AMZN $FB $NFLX $GOOGl    Apple beat sales estimates by a whopping $12 billion, or 16%. Alphabet and https://t.co/p898HRbmN3 beat earnings estimates by more than 60%. The average earnings “beat” was 41%. Tremendous.  https://t.co/0vmXqmOxbC",[],0,5/3/2021 10:03,peregreine,1710,positive
5/3/2021 10:06,"@PlanetEarth_HD @LongSymptoms @cazzarooba Where would u get them?I'm just scrolling now and will look into it.The majority of my symptoms r Vit B deficient but as I said, I was told that they were 'normal' so I've not looked further into it. It was only because of the sudden grey (on my left side) that I started to googl",[],0,5/3/2021 10:06,Saralongcovid,291,neutral
5/3/2021 10:27,"$VOD.UK Vodafone and Google Cloud $GOOGL confirm to develop industry-first global data platform through new, 6-year strategic partnership (Vodafone Group plc) (More at https://t.co/Yai6GhHcF7)",[],0,5/3/2021 10:27,Trade_The_News,18614,positive
5/3/2021 10:42,"Cheap call option upside: $XLE calls cheaper than 89% of history, $MGM 89%, $SWKS 89%, $TSLA 89%, $GOOGL 89%, $CREE 89%, $BIDU 89%",[],3,5/3/2021 10:42,getvolatility,6161,positive
5/3/2021 10:44,"Verizon To Divest Media Assets Including Yahoo, AOL To Focus On 5G  Related Tickers: $T $APO $GOOG $VZ $FB $DIS $GOOGL Read more at: https://t.co/YeKslbfn6Y",[],0,5/3/2021 10:44,QuantData,6631,neutral
5/3/2021 10:53,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/Wox9XggrkV,"['google', 'googl', 'stock', 'tech', 'internet', 'goog', 'technology', 'epic', 'monster']",0,5/3/2021 10:53,leoventuresllc,204,positive
5/3/2021 11:03,Price x volume leaders Friday - $TSLA $AMZN $AAPL $FB $MSFT $NIO $TWTR $GOOGL $GOOG $AMD $BTX $BA $OCGN $NVDA $SHOP $NFLX $MRNA $FISV $BABA $C $SNAP $NOW $JPM $XOM $QCOM $SWKS $MVIS $PYPL $MA $BAC $IBM $SQ $DIS $DXCM $INTC $ROKU $MU $CVX $F $VXRT $MRK $WFC https://t.co/eYzrv3NrFo,[],0,5/3/2021 11:03,TheBurdetteLawF,12092,neutral
5/3/2021 11:06,"@1MainCapital $aapl and $amzn . I use $googl for everything, $msft for all office work, $fb for WhatsApp",[],0,5/3/2021 11:06,keerthi_kumar,48,positive
5/3/2021 11:08,"@1MainCapital $googl for search, YouTube , use android , Google pay,",[],0,5/3/2021 11:08,keerthi_kumar,48,positive
5/3/2021 11:17,Was able to close it for a 100%profit.   Alert + update+ chatroom 📢📈💵  $SPY $TSLA $SHOP $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $QQQ $ZNGA $AAPL $ESE $SPCE $FCEL $TRIP $HTZ $PENN $GMBL $CRM $BA $WKHS $INO $TWTR $GOOGL https://t.co/zn4yZTFBjP,[],1,5/3/2021 11:17,Jackmor98705125,195,positive
5/3/2021 11:19,Top Chatroom  Join for both FREE &amp; PREMIUM SERVICE!  🗣️👥👤 $SPX $SPY $AMZN $AAPL $AMD $FB $SHOP $BYND $NVDA $GOOGL $MSFT $TSLA $BA $CMG $INTC $NFLX $JPM $BAC $YM $YM_F $NQ $NQ_F  $BABA $BIDU $ROKU $RTY $IWM $VIX $RH https://t.co/nXcoNmGV4h,[],1,5/3/2021 11:19,Jackmor98705125,195,neutral
5/3/2021 11:21,Helped me get my account green all time. Thanks  ❤️👏📈☝️ $SPY $ES $ADBE $AMZN $MSFT $AAL $ROKU $BABA $CRM $GOOGL $FB $INTU $MRVL $ATVI $TWTR $ORCL $LRCX $AMD $NVDA $TSLA $NDX  $ROKU $BA $COST $MCD $WMT $FB $VIX $ES $DKNG $ADBE $TONJ https://t.co/O27dXRpzlJ,[],1,5/3/2021 11:21,Jackmor98705125,195,positive
5/3/2021 11:23,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/sun8ZrBLQ3,"['google', 'googl', 'goog', 'stock', 'market', 'tech', 'technology', 'epic', 'internet', 'monster']",0,5/3/2021 11:23,leoventuresllc,204,positive
5/3/2021 11:28,ZIM RILY BNTX NMM CCS LAZY ATKR NUE DEN PLBY HVT ONEW MTDR CROX CUBI CPE UFPI COOP SII MVBF HRI KKR POOL CRCT SC OPY GS SCHN COF OMF AA MCRI ATH ORGO OBNK BC MOS NGMS RBNC GWB MHO CG GOOG AVNT GOOGL FNKO ABCB SLQT FCBP UHAL,[],0,5/3/2021 11:28,RichardMoglen,41279,neutral
5/3/2021 11:29,Which two of these companies could you completely stop using all their products and services forever:   $AAPL $GOOGL $AMZN $FB $MSFT $TWTR $DIS $WMT $MCD,[],29,5/3/2021 11:29,SJosephBurns,359999,neutral
5/3/2021 11:30,4/30/2021 Update  2021 YTD: +14.1 S&amp;P: +11.8  Started new $TWLO position in late March. Doubled $UBER position in late April. Added a bit to $GOOGL $FB &amp; $MSFT after earnings. My laggard last year $WFC is crushing. Still cheap. Gunna try not to look at $BABA for the rest of 2021. https://t.co/fXnsvPEJDf,[],0,5/3/2021 11:30,Hedge_Hiker,1135,positive
5/3/2021 11:32,@SJosephBurns $AAPL &amp; $GOOGL  Unless my company uses one of those,[],0,5/3/2021 11:32,Orth0doxCaveman,144,neutral
